"cors","focal","sqq","nyears"
-0.153117157486712,"716","934",21
-0.00811389527661275,"716","824",21
1,"861","861",21
-0.00708785668425128,"861","936",21
0.098041670052059,"861","865",21
0.0487160924178953,"861","713",21
0.699750829773535,"861","828",21
-0.34852294539099,"861","789",21
0.329929574335831,"861","749",21
0.300057103406329,"861","788",21
0.130608936083095,"861","938",21
-0.3021406699482,"861","823",21
0.182653247062841,"861","750",21
-0.133428403024248,"861","825",21
-0.241002802483477,"861","898",21
-0.155305324948787,"861","935",21
0.153893805484149,"861","822",21
-0.286790345692686,"861","787",21
-0.268507559976973,"861","604",21
0.162748690040073,"861","679",21
0.476147781020492,"861","714",21
0.432720234798093,"861","934",21
0.354964071117212,"861","824",21
1,"936","936",21
0.055644990246898,"936","865",21
-0.0276869204403373,"936","713",21
-0.127357501306313,"936","828",21
0.249001964302432,"936","789",21
-0.287199341529859,"936","749",21
0.0808459048653299,"936","788",21
-0.13638327638678,"936","938",21
0.269428094706374,"936","823",21
0.205947730243736,"936","750",21
-0.112648151375273,"936","825",21
-0.234606769933141,"936","898",21
-0.0831721724232643,"936","935",21
-0.0780546835942494,"936","822",21
-0.163942431012077,"936","787",21
-0.0445040899233172,"936","604",21
-0.12204066828331,"936","679",21
0.0166343381081659,"936","714",21
0.193605457478244,"936","934",21
-0.030215844434932,"936","824",21
1,"865","865",21
-0.0395086903496179,"865","713",21
-0.249639090430215,"865","828",21
0.449330237559591,"865","789",21
0.240448814409224,"865","749",21
-0.2441497686933,"865","788",21
-0.0993801327934496,"865","938",21
0.120969953409777,"865","823",21
0.0291895878296662,"865","750",21
0.303252190782238,"865","825",21
0.439536768336537,"865","898",21
0.352662685235653,"865","935",21
-0.263561014463518,"865","822",21
0.14202260361261,"865","787",21
-0.0372339978812345,"865","604",21
-0.111058095529066,"865","679",21
0.0146214644230931,"865","714",21
-0.29287443102514,"865","934",21
-0.0375136388847718,"865","824",21
1,"713","713",21
0.220522211851626,"713","828",21
0.0371452587806419,"713","789",21
-0.411598511187372,"713","749",21
0.268363382916121,"713","788",21
0.249310703469134,"713","938",21
0.149772493610112,"713","823",21
0.421818298391837,"713","750",21
0.250814723189283,"713","825",21
-0.42749908111685,"713","898",21
-0.00322504558198681,"713","935",21
0.569290992935529,"713","822",21
0.110363797272983,"713","787",21
0.235337256716184,"713","604",21
0.533566444715252,"713","679",21
0.572698214190501,"713","714",21
0.289905609917839,"713","934",21
0.617884741872996,"713","824",21
1,"828","828",21
-0.51951836750364,"828","789",21
0.0720154634761826,"828","749",21
0.469324467326172,"828","788",21
0.190479400372789,"828","938",21
-0.375649462879724,"828","823",21
0.0382160943879931,"828","750",21
-0.228332454431645,"828","825",21
-0.44829601497525,"828","898",21
-0.412392527384328,"828","935",21
0.365053316662864,"828","822",21
-0.34557501036429,"828","787",21
-0.351304297181143,"828","604",21
0.231862248341903,"828","679",21
0.445006357313726,"828","714",21
0.488683433020253,"828","934",21
0.332240948615664,"828","824",21
1,"789","789",21
-0.340307518504449,"789","749",21
-0.677966424689438,"789","788",21
-0.439591184122365,"789","938",21
0.0827242397343356,"789","823",21
0.309161857639885,"789","750",21
0.723879814225867,"789","825",21
0.377336223581807,"789","898",21
0.74580973784337,"789","935",21
0.163097035701794,"789","822",21
0.369123488246125,"789","787",21
0.2492790966431,"789","604",21
0.210053863286799,"789","679",21
0.0742948344055551,"789","714",21
-0.0769501818853299,"789","934",21
0.114061971350651,"789","824",21
1,"749","749",21
0.186175736170831,"749","788",21
-0.133340633476865,"749","938",21
-0.359239208738478,"749","823",21
-0.253480433169521,"749","750",21
-0.218576478349833,"749","825",21
0.17139626967067,"749","898",21
-0.0992714282883815,"749","935",21
-0.385758294180672,"749","822",21
0.0330284490875365,"749","787",21
-0.0598055125115817,"749","604",21
-0.175294900483561,"749","679",21
-0.166396589095694,"749","714",21
-0.22509074469697,"749","934",21
-0.121710297625072,"749","824",21
1,"788","788",21
0.259057556273952,"788","938",21
0.0204416971980425,"788","823",21
-0.11962109522024,"788","750",21
-0.672472150481507,"788","825",21
-0.614815230200232,"788","898",21
-0.798511699789396,"788","935",21
-0.0169513508254439,"788","822",21
-0.207468300324194,"788","787",21
-0.100769985157031,"788","604",21
0.00185412493901743,"788","679",21
0.102079434747141,"788","714",21
0.115316751120604,"788","934",21
0.0567098588693162,"788","824",21
1,"938","938",21
0.178956114809089,"938","823",21
-0.286324548074861,"938","750",21
-0.290559076974636,"938","825",21
-0.223210589184481,"938","898",21
-0.274241716123933,"938","935",21
-0.109436291750563,"938","822",21
0.0592923680187525,"938","787",21
-0.0861786284722609,"938","604",21
0.129868287171564,"938","679",21
0.0855995323292541,"938","714",21
-0.208372229768311,"938","934",21
0.12081692390416,"938","824",21
1,"823","823",21
0.119970531926777,"823","750",21
-0.172183983535141,"823","825",21
0.152072285023314,"823","898",21
-0.231400577708892,"823","935",21
-0.06465006782344,"823","822",21
-0.309034822937925,"823","787",21
-0.287088571038063,"823","604",21
-0.498138567954281,"823","679",21
-0.140663260204884,"823","714",21
-0.264981352746652,"823","934",21
-0.155867942475468,"823","824",21
1,"750","750",21
0.445299450371599,"750","825",21
-0.102814206801585,"750","898",21
0.313910243463982,"750","935",21
0.229315409582575,"750","822",21
-0.053537845971559,"750","787",21
0.102951417144613,"750","604",21
0.221255014532389,"750","679",21
0.300121884292623,"750","714",21
0.330582634485635,"750","934",21
0.248261294679303,"750","824",21
1,"825","825",21
0.239135145983624,"825","898",21
0.752306077468148,"825","935",21
0.401365669352026,"825","822",21
0.388863113619217,"825","787",21
0.354243135756099,"825","604",21
0.547376406338949,"825","679",21
0.236135606433807,"825","714",21
0.127097689580765,"825","934",21
0.398167799799396,"825","824",21
1,"898","898",21
0.456256662992547,"898","935",21
-0.21943458713961,"898","822",21
0.106877617443499,"898","787",21
-0.0748957241696451,"898","604",21
-0.31633206518089,"898","679",21
-0.34668994617357,"898","714",21
-0.414491572436806,"898","934",21
-0.324325730874151,"898","824",21
1,"935","935",21
0.049299468751794,"935","822",21
0.599111970901593,"935","787",21
0.469465048783176,"935","604",21
0.40104638314951,"935","679",21
0.140611251474332,"935","714",21
-0.0826700218151292,"935","934",21
0.249035518344486,"935","824",21
1,"822","822",21
-0.0486798101812693,"822","787",21
0.056805368743473,"822","604",21
0.525177886287085,"822","679",21
0.679255139906102,"822","714",21
0.481703412179665,"822","934",21
0.698317121962437,"822","824",21
1,"787","787",21
0.845803945589635,"787","604",21
0.590511768060447,"787","679",21
0.146958539155792,"787","714",21
-0.239593825494744,"787","934",21
0.194039850008012,"787","824",21
1,"604","604",21
0.528121600418122,"604","679",21
0.227498593577132,"604","714",21
-0.115684282271854,"604","934",21
0.269648033652761,"604","824",21
1,"679","679",21
0.478680216208049,"679","714",21
0.347579732865271,"679","934",21
0.694048117546761,"679","824",21
1,"714","714",21
0.435074137296052,"714","934",21
0.727661549376855,"714","824",21
1,"934","934",21
0.223542371865378,"934","824",21
